city,current_ts,country,current_pollution_aqicn,current_pollution_aqius,current_pollution_maincn,current_pollution_mainus,current_weather_hu,current_weather_ic,current_weather_pr,current_weather_tp,current_weather_wd,current_weather_ws,latitude,longitude,state
Oak Hills,2024-03-19 12:00:00,USA,9,26,p2,p2,79,02n,1016,9,0,0.45,-122.84196,45.535187,Oregon
Anchorage,2024-03-19 12:00:00,USA,5,14,p2,p2,89,04n,1030,-3,123,0.89,-149.8246,61.205861,Alaska
Anchorage,2024-03-19 13:00:00,USA,11,15,p1,p2,88,04n,1029,-3,350,1.54,-149.8246,61.205861,Alaska
Pierz,2024-03-18 15:00:00,USA,2,7,p2,p2,58,04d,1024,-5,290,4.63,-94.10471,45.98163,Minnesota
"Washington, D.C.",2024-03-18 16:00:00,USA,8,23,p2,p2,37,04d,1010,8,320,7.2,-76.958089,38.895683,District of Columbia
"Washington, D.C.",2024-03-19 11:00:00,USA,5,15,p2,p2,57,03n,1012,2,270,8.23,-76.958089,38.895683,District of Columbia
"Washington, D.C.",2024-03-19 12:00:00,USA,5,15,p2,p2,55,04d,1014,2,310,5.66,-76.958089,38.895683,District of Columbia
Brandywine,2024-03-19 11:00:00,USA,3,8,p2,p2,63,04d,1012,1,270,5.66,-76.84473,38.696229,Maryland
Canton,2024-03-19 12:00:00,USA,19,32,o3,p2,68,04d,1015,-1,210,0.89,-81.372853,40.800797,Ohio
Three Rivers,2024-03-19 12:00:00,USA,4,11,p2,p2,8,03n,1021,3,230,1.48,-121.46919,43.82012,Oregon
Ferrisburgh,2024-03-19 13:00:00,USA,5,15,p2,p2,69,13d,1005,-2,330,0.89,-73.17089,44.236424,Vermont
Elko,2024-03-19 11:00:00,USA,34,57,p1,p2,86,01n,1021,-2,0,0.0,-115.766003,40.838329,Nevada
Tahlequah,2024-03-19 13:00:00,USA,13,36,p2,p2,93,01d,1023,0,0,0.0,-94.986099,35.854198,Oklahoma
Sheridan,2024-03-19 13:00:00,USA,23,21,p1,p1,69,01d,1016,0,0,0.0,-106.955933,44.815142,Wyoming
Rapid City,2024-03-19 10:00:00,USA,9,9,p1,p2,44,01n,1016,7,330,5.66,-103.273777,44.087397,South Dakota
Webster,2024-03-19 12:00:00,USA,4,12,p2,p2,78,04d,1006,-1,266,2.24,-77.42999,43.21229,New York
Greenville,2024-03-19 10:00:00,USA,6,17,p2,p2,76,13n,1009,0,241,7.34,-85.2528,43.17753,Michigan
Laramie,2024-03-19 09:00:00,USA,3,8,p2,p2,76,01n,1024,-7,252,2.22,-106.2399,41.3642,Wyoming
Fraser,2024-03-19 11:00:00,USA,7,21,p2,p2,67,04n,1011,0,230,5.66,-82.933741,42.53817,Michigan
Royal Palm Beach,2024-03-18 15:00:00,USA,10,29,p2,p2,70,03d,1014,28,210,5.66,-80.220989,26.687973,Florida
Savannah,2024-03-19 11:00:00,USA,6,17,p2,p2,42,01n,1020,5,340,6.17,-81.1306,32.0903,Georgia
Mountain Home,2024-03-19 13:00:00,USA,10,28,p2,p2,67,01d,1019,-1,250,2.57,-92.38516,36.33534,Arkansas
Nezperce,2024-03-19 13:00:00,USA,6,18,p2,p2,87,04n,1019,4,159,1.83,-116.2407,46.23489,Idaho
Jacksonville,2024-03-19 13:00:00,USA,17,50,p2,p2,78,02d,1021,1,270,3.09,-92.11015,34.8662,Arkansas
Chanhassen,2024-03-19 11:00:00,USA,5,15,p2,p2,49,01n,1003,1,92,4.47,-93.53079,44.86219,Minnesota
Fairborn,2024-03-19 12:00:00,USA,7,21,p2,p2,67,04d,1016,-1,220,7.2,-83.99773,39.85567,Ohio
Gill,2024-03-18 15:00:00,USA,4,12,p2,p2,47,04d,1004,5,290,6.17,-72.49953,42.64036,Massachusetts
Decorah,2024-03-19 10:00:00,USA,3,8,p2,p2,47,01n,1005,0,220,3.6,-91.791568,43.300076,Iowa
Boise,2024-03-19 11:00:00,USA,5,14,p2,p2,66,01n,1019,7,130,3.09,-116.213611,43.618889,Idaho
Ridge Wood Heights,2024-03-19 09:00:00,USA,7,20,p2,p2,64,01n,1014,17,360,7.2,-82.51315,27.28727,Florida
Weehawken,2024-03-19 11:00:00,USA,5,14,p2,p2,59,02d,1009,1,298,7.6,-74.02042,40.76955,New Jersey
Hattiesburg,2024-03-19 09:00:00,USA,4,12,p2,p2,73,01n,1024,2,20,2.57,-89.287498,31.322779,Mississippi
Pascagoula,2024-03-19 13:00:00,USA,8,24,p2,p2,75,01d,1025,3,0,0.0,-88.533897,30.377501,Mississippi
Ashland,2024-03-19 12:00:00,USA,10,28,p2,p2,65,01d,1022,-1,17,0.89,-85.83607,33.27373,Alabama
Rathdrum,2024-03-19 12:00:00,USA,8,24,p2,p2,90,01n,1019,4,50,2.06,-116.89659,47.8124,Idaho
Sahuarita,2024-03-19 11:00:00,USA,2,7,p2,p2,64,01n,1012,10,130,2.57,-110.95565,31.95758,Arizona
North Druid Hills,2024-03-19 11:00:00,USA,10,29,p2,p2,59,01n,1021,0,330,3.09,-84.354943,33.817438,Georgia
Minnetonka,2024-03-19 12:00:00,USA,5,14,p2,p2,58,01n,1004,1,85,4.92,-93.50329,44.9133,Minnesota
Medora,2024-03-19 13:00:00,USA,19,25,o3,o3,86,03d,1017,0,287,2.8,-103.514397,46.949699,North Dakota
Smith Valley,2024-03-19 11:00:00,USA,3,9,p2,p2,49,01n,1019,4,217,2.53,-119.34425,38.78421,Nevada
Fargo,2024-03-18 16:00:00,USA,4,13,p2,p2,61,01d,1026,-4,230,5.14,-96.854698,46.933601,North Dakota
Coal City,2024-03-19 12:00:00,USA,8,23,p2,p2,69,04d,1009,-2,202,1.79,-88.28562,41.28781,Illinois
Dickson,2024-03-19 10:00:00,USA,38,81,p2,p2,83,02n,1013,-3,0,0.0,-87.38779,36.077,Tennessee
Valentine,2024-03-19 13:00:00,USA,1,2,p2,p2,80,01d,1016,0,280,3.09,-100.55097,42.87278,Nebraska
Brattleboro,2024-03-19 14:00:00,USA,2,5,p2,p2,60,03d,1003,1,341,2.68,-72.55787,42.85092,Vermont
Hillsborough,2024-03-19 12:00:00,USA,4,10,p2,p2,62,01d,1018,0,294,3.33,-79.09973,36.07542,North Carolina
Barrington,2024-03-19 12:00:00,USA,3,8,p2,p2,66,02d,1003,1,290,6.17,-71.30866,41.74066,Rhode Island
Belton,2024-03-19 12:00:00,USA,8,24,p2,p2,55,01n,1015,2,230,6.17,-94.57997,38.75976,Missouri
Glenpool,2024-03-19 13:00:00,USA,49,91,p1,p2,58,01d,1022,2,261,3.13,-96.0033,35.9525,Oklahoma
South Park,2024-03-19 12:00:00,USA,3,9,p2,p2,94,02n,1025,-7,54,0.86,-110.79326,43.42215,Wyoming
Bella Vista,2024-03-18 16:00:00,USA,4,13,p2,p2,43,01d,1030,2,350,5.14,-94.201398,36.462481,Arkansas
Monte Sereno,2024-03-19 14:00:00,USA,8,23,p2,p2,86,01n,1018,5,236,0.45,-122.065227,37.208978,California
Hellertown,2024-03-19 14:00:00,USA,3,9,p2,p2,52,04d,1010,2,300,6.17,-75.322309,40.54929,Pennsylvania
Burwell,2024-03-19 10:00:00,USA,9,25,p2,p2,54,01n,1012,0,284,4.86,-99.13315,41.78167,Nebraska
Burwell,2024-03-19 13:00:00,USA,4,11,p2,p2,65,01d,1014,1,319,4.05,-99.13315,41.78167,Nebraska
Jeffersontown,2024-03-19 13:00:00,USA,4,11,p2,p2,63,01d,1018,0,200,4.63,-85.5644,38.19424,Kentucky
Grand Island,2024-03-19 12:00:00,USA,8,22,p2,p2,64,01n,1013,2,280,4.12,-98.34201,40.92501,Nebraska
Livonia,2024-03-19 12:00:00,USA,4,10,p2,p2,82,04d,1008,-3,294,2.24,-77.66861,42.82145,New York
Terre Haute,2024-03-19 12:00:00,USA,6,19,p2,p2,77,01d,1011,-2,200,4.12,-87.4014,39.4861,Indiana
San Leandro,2024-03-19 11:00:00,USA,7,20,p2,p2,83,04n,1018,9,280,2.57,-122.1643,37.7707,California
Riverton,2024-03-19 10:00:00,USA,2,7,p2,p2,55,01n,1020,3,260,2.57,-108.3801,43.02496,Wyoming
Duquesne,2024-03-19 11:00:00,USA,7,20,p2,p2,75,04n,1014,-1,280,4.12,-79.87546,40.389081,Pennsylvania
Lake Charles,2024-03-19 14:00:00,USA,6,16,p2,p2,62,03d,1026,9,85,2.74,-93.5797,30.2278,Louisiana
Owens Cross Roads,2024-03-19 11:00:00,USA,8,23,p2,p2,75,01n,1021,-1,355,0.88,-86.45888,34.58815,Alabama
Searsmont,2024-03-19 09:00:00,USA,0,0,p2,p2,83,04n,997,0,280,2.92,-69.19504,44.36174,Maine
Plano,2024-03-19 10:00:00,USA,3,9,p2,p2,73,01n,1024,3,137,2.24,-96.72336,33.062114,Texas
Edgewood,2024-03-19 11:00:00,USA,11,33,p2,p2,87,02n,1019,0,181,1.79,-106.19141,35.06144,New Mexico
Green Haven,2024-03-19 12:00:00,USA,7,20,p2,p2,54,03d,1013,2,300,8.75,-76.555392,39.177278,Maryland
Fairhope,2024-03-19 09:00:00,USA,4,13,p2,p2,56,01n,1021,4,50,4.12,-87.8706,30.4889,Alabama
North Pole,2024-03-18 16:00:00,USA,4,10,p2,p2,73,04d,1022,-13,220,1.54,-147.310297,64.762973,Alaska
Winona,2024-03-19 13:00:00,USA,5,15,p2,p2,43,01d,1005,2,300,3.6,-91.63932,44.04996,Minnesota
Saint Charles,2024-03-19 10:00:00,USA,7,19,p2,p2,62,01n,1019,-1,221,3.79,-90.4469,38.9022,Missouri
Arnold,2024-03-19 10:00:00,USA,7,16,p1,p2,72,01n,1022,-2,204,0.89,-90.39854,38.448633,Missouri
Arnold,2024-03-19 14:00:00,USA,4,11,p2,p2,64,01d,1018,5,57,3.79,-120.276575,38.291638,California
West Orange,2024-03-19 12:00:00,USA,2,6,p2,p2,55,01d,1009,1,310,6.69,-74.23904,40.79871,New Jersey
Macon,2024-03-19 13:00:00,USA,10,18,p1,p2,52,01d,1022,3,360,4.63,-83.5447,32.8031,Georgia
Ankeny,2024-03-18 15:00:00,USA,5,16,p2,p2,57,04d,1027,-5,340,5.66,-93.60577,41.72971,Iowa
Ogden Dunes,2024-03-20 08:00:00,USA,7,19,p2,p2,68,01n,1008,4,290,5.14,-87.1992,41.6175,Indiana
Homer,2024-03-20 06:00:00,USA,8,23,p2,p2,69,01n,1010,7,284,3.65,-87.95809,40.03476,Illinois
Johns Creek,2024-03-20 07:00:00,USA,29,68,p2,p2,49,01n,1016,6,250,5.14,-84.19858,34.02893,Georgia
Johns Creek,2024-03-20 09:00:00,USA,22,59,p2,p2,55,01n,1016,5,250,2.06,-84.19858,34.02893,Georgia
Lake City,2024-03-20 09:00:00,USA,15,44,p2,p2,93,01n,1019,4,0,0.0,-82.6192,30.1783,Florida
Greencastle,2024-03-20 09:00:00,USA,6,16,p2,p2,65,04n,1010,6,250,3.09,-86.846225,39.658044,Indiana
Millsboro,2024-03-20 08:00:00,USA,8,22,p2,p2,63,03n,1008,5,220,3.6,-75.2913,38.5915,Delaware
Lewes,2024-03-20 07:00:00,USA,5,15,p2,p2,63,03n,1007,6,243,2.68,-75.1667,38.7833,Delaware
Lexington,2024-03-20 08:00:00,USA,10,30,p2,p2,42,01n,1011,6,220,5.66,-84.5,38.065,Kentucky
Glasgow,2024-03-20 10:00:00,USA,11,32,p2,p2,74,01n,1011,7,235,4.76,-81.42456,38.21538,West Virginia
Jamestown,2024-03-20 07:00:00,USA,4,11,p2,p2,57,04n,1023,-7,10,8.75,-98.70844,46.91054,North Dakota
Steubenville,2024-03-20 08:00:00,USA,15,21,p1,p2,52,04n,1004,6,224,1.34,-80.615691,40.366452,Ohio
Peck,2024-03-20 09:00:00,USA,22,25,p1,p2,70,01n,1011,8,180,2.57,-97.3664,37.4769,Kansas
Trafford,2024-03-20 10:00:00,USA,9,27,p2,p2,46,04n,1006,4,231,4.41,-79.75893,40.38562,Pennsylvania
Orem,2024-03-20 07:00:00,USA,7,19,p2,p2,56,01n,1017,7,150,3.6,-111.69465,40.2969,Utah
New Holstein,2024-03-20 08:00:00,USA,3,8,p2,p2,61,02n,1011,-1,331,7.63,-88.08426,43.94999,Wisconsin
New Holstein,2024-03-20 09:00:00,USA,5,16,p2,p2,61,02n,1011,-2,331,7.63,-88.08426,43.94999,Wisconsin
West Glacier,2024-03-20 10:00:00,USA,7,20,p2,p2,91,04n,1016,1,69,1.3,-113.9956,48.5103,Montana
Saint George,2024-03-20 09:00:00,USA,3,8,p2,p2,86,04n,1004,0,199,3.17,-69.260803,43.917953,Maine
Ware,2024-03-20 09:00:00,USA,24,31,o3,o3,70,04n,1004,1,210,0.45,-72.334396,42.298302,Massachusetts
Warroad,2024-03-20 10:00:00,USA,4,11,p2,p2,78,01n,1023,-14,300,4.12,-95.3144,48.90527,Minnesota
Spearfish,2024-03-20 07:00:00,USA,4,12,p2,p2,60,04n,1021,1,58,0.45,-103.85937,44.49082,South Dakota
Brielle,2024-03-20 06:00:00,USA,5,14,p2,p2,74,02n,1005,5,150,2.06,-74.05653,40.10789,New Jersey
Sandersville,2024-03-20 09:00:00,USA,16,46,p2,p2,56,01n,1018,6,307,0.89,-82.81014,32.98154,Georgia
Norfolk,2024-03-20 10:00:00,USA,17,51,p2,p2,52,01n,1009,7,250,3.6,-76.30135,36.85555,Virginia
Willowbrook,2024-03-20 10:00:00,USA,6,16,p2,p2,42,02n,1009,3,330,9.26,-87.93589,41.76975,Illinois
Newport,2024-03-20 07:00:00,USA,9,25,p2,p2,88,04n,1018,8,220,3.09,-124.05345,44.63678,Oregon
Olympia,2024-03-20 07:00:00,USA,6,16,p2,p2,87,02n,1016,7,220,4.12,-122.9007,47.03787,Washington
West Hattiesburg,2024-03-20 07:00:00,USA,10,30,p2,p2,88,01n,1020,4,0,0.0,-89.37506,31.31906,Mississippi
Long Beach,2024-03-20 08:00:00,USA,27,65,p2,p2,88,01n,1006,0,309,9.59,-86.85697,41.73893,Indiana
Bozeman,2024-03-20 07:00:00,USA,4,12,p2,p2,62,04n,1014,4,130,4.92,-111.056282,45.683765,Montana
Muscatine,2024-03-20 07:00:00,USA,4,12,p2,p2,39,01n,1012,5,310,4.12,-91.0684,41.4014,Iowa
Muscatine,2024-03-20 10:00:00,USA,4,13,p2,p2,31,04n,1014,3,330,6.17,-91.0684,41.4014,Iowa
Chagrin Falls,2024-03-20 08:00:00,USA,8,24,p2,p2,75,10n,1005,3,240,5.66,-81.3865,41.43616,Ohio
Moretown,2024-03-20 10:00:00,USA,4,12,p2,p2,75,13n,1001,0,178,1.93,-72.76095,44.25089,Vermont
Mountain Brook,2024-03-20 06:00:00,USA,13,38,p2,p2,71,01n,1018,3,255,1.96,-86.75221,33.50094,Alabama
Harvest,2024-03-20 09:00:00,USA,16,46,p2,p2,74,01n,1017,3,190,1.54,-86.75083,34.85564,Alabama
Forest Park,2024-03-20 08:00:00,USA,17,50,p2,p2,49,01n,1017,5,280,2.57,-84.36909,33.62205,Georgia
Valdez,2024-03-20 09:00:00,USA,2,7,p2,p2,83,01n,1028,-1,0,0.0,-146.34833,61.13083,Alaska
Temecula,2024-03-20 10:00:00,USA,2,6,p2,p2,86,01n,1016,10,30,1.54,-117.1325048,33.5017981,California
Hernando,2024-03-20 08:00:00,USA,9,26,p2,p2,55,01n,1017,8,221,3.59,-89.9889,34.8275,Mississippi
Bangor,2024-03-20 09:00:00,USA,8,22,p2,p2,85,03n,1002,-3,140,1.54,-68.769676,44.798859,Maine
Wenden,2024-03-20 09:00:00,USA,8,11,p1,p2,37,01n,1014,16,336,0.17,-113.558611,34.243889,Arizona
Greenwich,2024-03-20 08:00:00,USA,17,49,p2,p2,79,04n,1003,3,140,2.57,-73.62846,41.02649,Connecticut
Middletown,2024-03-20 09:00:00,USA,9,26,p2,p2,57,03n,1007,6,290,5.66,-85.5236,40.0117,Indiana
Mineola,2024-03-20 10:00:00,USA,5,15,p2,p2,64,01n,1017,2,40,5.66,-95.69556,41.14305,Iowa
Chesterfield,2024-03-20 10:00:00,USA,9,27,p2,p2,68,01n,1012,6,240,1.54,-90.522132,38.658071,Missouri
Corona de Tucson,2024-03-20 09:00:00,USA,10,25,p1,p2,54,01n,1016,11,130,2.57,-110.792504,32.004567,Arizona
Carrboro,2024-03-20 10:00:00,USA,21,56,p2,p2,73,01n,1012,3,241,2.49,-79.07529,35.91014,North Carolina
Bottineau,2024-03-20 09:00:00,USA,5,15,p2,p2,61,04n,1029,-10,350,4.2,-100.4457,48.82723,North Dakota
Brownell,2024-03-20 06:00:00,USA,21,19,p1,p1,49,01n,1013,9,117,2.48,-99.7636,38.7703,Kansas
Westminster,2024-03-20 10:00:00,USA,4,12,p2,p2,55,04n,1006,3,190,2.06,-76.99581,39.57538,Maryland
Danville,2024-03-20 10:00:00,USA,8,24,p2,p2,51,01n,1011,4,200,2.06,-79.39502,36.58597,Virginia
Havre,2024-03-20 10:00:00,USA,1,3,p2,p2,74,13n,1018,-1,80,9.77,-109.68409,48.55,Montana
Waterflow,2024-03-20 07:00:00,USA,16,21,o3,o3,65,01n,1014,3,347,0.41,-108.48175,36.75972,New Mexico
Mena,2024-03-20 08:00:00,USA,8,24,p2,p2,61,01n,1017,6,0,0.0,-94.1433,34.4544,Arkansas
Oceano,2024-03-20 10:00:00,USA,13,37,p2,p2,85,01n,1016,10,173,0.45,-120.605366,35.102131,California
Hazard,2024-03-20 08:00:00,USA,6,18,p2,p2,67,01n,1013,6,241,5.26,-83.2203,37.2831,Kentucky
Centreville,2024-03-20 07:00:00,USA,6,17,p2,p2,58,01n,1007,3,180,2.57,-77.419753,38.818428,Virginia
Wamego,2024-03-20 10:00:00,USA,14,42,p2,p2,50,01n,1014,4,99,1.12,-96.305,39.20194,Kansas
Jennings,2024-03-20 07:00:00,USA,7,19,p2,p2,63,01n,1008,8,0,0.0,-90.26039,38.71922,Missouri
Big Sky,2024-03-20 10:00:00,USA,3,9,p2,p2,90,02n,1019,0,171,1.75,-111.36829,45.28465,Montana
Fallon,2024-03-20 08:00:00,USA,6,18,p2,p2,57,01n,1017,6,170,3.09,-118.783624,39.472471,Nevada
Oak Park,2024-03-20 07:00:00,USA,8,24,p2,p2,87,01n,1018,11,110,0.45,-118.758341,34.166016,California
Falmouth,2024-03-20 09:00:00,USA,11,32,p2,p2,69,04n,1006,4,220,3.6,-70.61475,41.5515,Massachusetts
Newburgh,2024-03-20 10:00:00,USA,9,25,p2,p2,70,01n,1013,6,220,3.6,-87.40529,37.94449,Indiana
Anchorage,2024-03-20 07:00:00,USA,9,25,p2,p2,51,01n,1009,7,230,5.66,-85.53302,38.26674,Kentucky
Waimea,2024-03-20 09:00:00,USA,2,5,p2,p2,52,01n,1019,20,100,1.54,-159.66893,21.95707,Hawaii
"Washington, D.C.",2024-03-20 07:00:00,USA,9,25,p2,p2,55,03n,1007,4,180,3.09,-76.958089,38.895683,District of Columbia
"Washington, D.C.",2024-03-20 08:00:00,USA,8,24,p2,p2,55,03n,1006,4,190,3.6,-76.958089,38.895683,District of Columbia
"Washington, D.C.",2024-03-20 09:00:00,USA,8,23,p2,p2,56,03n,1006,4,190,3.6,-76.958089,38.895683,District of Columbia
Atoka,2024-03-20 09:00:00,USA,10,28,p2,p2,75,04n,1016,8,190,2.53,-96.12833,34.38593,Oklahoma
Highland Heights,2024-03-20 10:00:00,USA,6,17,p2,p2,60,01n,1007,6,309,6.71,-84.45189,39.03312,Kentucky
Sioux City,2024-03-20 07:00:00,USA,5,13,p2,p2,54,04n,1017,3,40,5.14,-96.40031,42.49999,Iowa
Oquirrh,2024-03-20 09:00:00,USA,5,14,p2,p2,50,01n,1016,6,120,3.6,-112.03383,40.6305,Utah
Clarendon,2024-03-20 09:00:00,USA,10,29,p2,p2,88,50n,1001,0,170,2.57,-72.96983,43.51618,Vermont
Martinsburg,2024-03-20 06:00:00,USA,7,21,p2,p2,50,03n,1005,5,260,4.63,-77.958298,39.465599,West Virginia
Martinsburg,2024-03-20 07:00:00,USA,8,23,p2,p2,50,04n,1005,5,240,3.09,-77.958298,39.465599,West Virginia
Dyersburg,2024-03-20 09:00:00,USA,11,33,p2,p2,50,01n,1015,10,240,5.14,-89.3819,36.0528,Tennessee
Sandy Springs,2024-03-20 08:00:00,USA,17,48,p2,p2,52,01n,1016,5,280,2.57,-84.37854,33.92427,Georgia
Watertown,2024-03-20 07:00:00,USA,40,36,p1,p1,79,01n,1019,-6,360,7.2,-97.128802,44.89965,South Dakota
Watertown,2024-03-20 09:00:00,USA,26,24,p1,p1,62,01n,1021,-9,350,7.72,-97.128802,44.89965,South Dakota
Jean,2024-03-20 10:00:00,USA,5,8,p1,p2,40,01n,1014,11,231,2.49,-115.34,35.78,Nevada
West Union,2024-03-20 07:00:00,USA,9,25,p2,p2,49,04n,1009,7,238,4.74,-80.77705,39.29647,West Virginia
Metzger,2024-03-20 08:00:00,USA,12,34,p2,p2,83,04n,1017,8,290,2.06,-122.75899,45.44651,Oregon
Montpelier,2024-03-20 08:00:00,USA,4,11,p2,p2,79,13n,999,0,167,0.45,-72.575387,44.260059,Vermont
Glen Rock,2024-03-20 09:00:00,USA,25,63,p2,p2,83,04n,1004,3,200,3.09,-74.13292,40.96288,New Jersey
Weirton,2024-03-20 10:00:00,USA,8,24,p2,p2,55,04n,1003,5,191,1.79,-80.580803,40.4231,West Virginia
Hendersonville,2024-03-20 08:00:00,USA,25,62,p2,p2,54,01n,1009,8,240,3.6,-86.6525,36.2975,Tennessee
Rocky Mount,2024-03-20 10:00:00,USA,21,57,p2,p2,45,01n,1012,6,230,2.57,-77.79053,35.93821,North Carolina
Apollo Beach,2024-03-20 10:00:00,USA,11,30,p2,p2,87,01n,1018,10,80,2.57,-82.419835,27.779712,Florida
Mound,2024-03-20 10:00:00,USA,4,10,p2,p2,65,01n,1019,-7,341,6.2,-93.660038,44.967794,Minnesota
Underhill,2024-03-20 10:00:00,USA,4,11,p2,p2,88,04n,997,-1,144,0.89,-72.868973,44.528389,Vermont
Gary,2024-03-20 08:00:00,USA,51,46,p1,p1,60,01n,1007,5,290,5.14,-87.34643,41.59337,Indiana
Decorah,2024-03-20 06:00:00,USA,6,17,p2,p2,40,01n,1011,1,320,6.69,-91.791568,43.300076,Iowa
Siler City,2024-03-20 09:00:00,USA,18,52,p2,p2,69,01n,1012,2,198,0.89,-79.346217,35.662792,North Carolina
Lawrence,2024-03-20 07:00:00,USA,9,26,p2,p2,53,01n,1014,7,178,1.39,-95.23525,38.97167,Kansas
Delphos,2024-03-20 09:00:00,USA,15,42,p2,p2,79,04n,1001,1,292,0.89,-84.34162,40.84338,Ohio
Glenn Dale,2024-03-20 08:00:00,USA,4,13,p2,p2,58,01n,1012,4,180,1.54,-76.814439,39.003965,Maryland
Post Falls,2024-03-20 07:00:00,USA,7,19,p2,p2,79,01n,1011,7,150,4.12,-116.95159,47.71796,Idaho
White Shield,2024-03-20 07:00:00,USA,3,8,p2,p2,77,03n,1027,-8,20,4.63,-101.84517,47.66139,North Dakota
College Station,2024-03-20 10:00:00,USA,4,11,p2,p2,79,04n,1018,9,0,0.0,-96.33441,30.62798,Texas
Barnstead,2024-03-20 10:00:00,USA,23,59,p2,p2,79,04n,1004,0,197,2.53,-71.29284,43.33397,New Hampshire
Superior,2024-03-20 08:00:00,USA,3,8,p2,p2,46,01n,1014,5,127,0.49,-98.07004,40.02085,Nebraska
Farr West,2024-03-20 06:00:00,USA,5,15,p2,p2,54,01n,1016,8,170,4.63,-112.032945,41.321125,Utah
San Tan Valley,2024-03-20 10:00:00,USA,10,29,p2,p2,76,01n,1016,11,120,3.09,-111.5608,33.2192,Arizona
Bismarck,2024-03-20 09:00:00,USA,5,6,p1,p2,72,01n,1024,-8,10,6.17,-100.7681,46.8253,North Dakota
Sahuarita,2024-03-20 09:00:00,USA,4,11,p2,p2,56,01n,1012,11,130,2.57,-110.95565,31.95758,Arizona
Canby,2024-03-20 09:00:00,USA,6,18,p2,p2,80,04n,1017,8,220,1.54,-122.69259,45.2629,Oregon
Phippsburg,2024-03-20 10:00:00,USA,25,33,o3,o3,73,04n,1003,2,172,0.45,-69.81477,43.82064,Maine
Medora,2024-03-20 09:00:00,USA,24,31,o3,o3,74,04n,1027,-4,39,3.2,-103.514397,46.949699,North Dakota
Lincoln,2024-03-20 08:00:00,USA,8,24,p2,p2,55,03n,1013,5,24,1.79,-96.683098,40.8125,Nebraska
DeKalb,2024-03-20 07:00:00,USA,4,13,p2,p2,46,01n,1008,4,290,9.26,-88.75036,41.92947,Illinois
Ypsilanti,2024-03-20 10:00:00,USA,11,33,p2,p2,69,04n,1003,1,310,4.12,-83.5997,42.24,Michigan
Phoenixville,2024-03-20 06:00:00,USA,19,53,p2,p2,66,02n,1006,2,0,0.0,-75.51491,40.13038,Pennsylvania
Winchester,2024-03-20 07:00:00,USA,9,26,p2,p2,50,01n,1011,5,240,5.14,-84.17965,37.99008,Kentucky
Mobile,2024-03-20 08:00:00,USA,7,20,p2,p2,72,01n,1020,7,260,2.06,-88.058356,30.677903,Alabama
Prescott,2024-03-20 09:00:00,USA,2,7,p2,p2,77,01n,1019,2,200,3.09,-112.46321,34.61205,Arizona
Somerset,2024-03-20 06:00:00,USA,7,21,p2,p2,49,01n,1013,6,0,2.57,-84.611702,37.097801,Kentucky
Saint Albans,2024-03-20 07:00:00,USA,5,16,p2,p2,86,04n,999,0,170,3.09,-73.08319,44.81088,Vermont
Stilwell,2024-03-20 08:00:00,USA,26,58,p1,p2,70,02n,1016,8,185,2.1,-94.669701,35.750599,Oklahoma
Portage,2024-03-20 07:00:00,USA,10,30,p2,p2,67,04n,1004,1,220,3.09,-85.58,42.20115,Michigan
Klickitat,2024-03-20 09:00:00,USA,10,29,p2,p2,81,04n,1013,7,269,3.72,-120.78926,45.87378,Washington
North Branch,2024-03-20 10:00:00,USA,3,8,p2,p2,93,13n,1005,-1,330,3.09,-83.19661,43.22947,Michigan
The Hills,2024-03-20 08:00:00,USA,6,17,p2,p2,75,04n,1020,10,210,2.57,-97.98501,30.34798,Texas
Saint Charles,2024-03-20 09:00:00,USA,6,16,p2,p2,46,01n,1007,3,320,8.23,-88.30869,41.91419,Illinois
Chaparral,2024-03-20 07:00:00,USA,23,33,p1,p2,49,01n,1013,13,181,2.91,-106.4092,32.0411,New Mexico
Fannin,2024-03-20 07:00:00,USA,29,68,p2,p2,76,01n,1017,1,236,1.01,-84.31985,34.86411,Georgia
Maumee,2024-03-20 09:00:00,USA,12,34,p2,p2,74,04n,1002,2,220,1.54,-83.65382,41.56283,Ohio
Lake Geneva,2024-03-20 08:00:00,USA,6,18,p2,p2,45,01n,1011,2,313,6.73,-88.4992,42.58,Wisconsin
Ogden Dunes,2024-03-20 08:00:00,USA,7,19,p2,p2,68,01n,1008,4,290,5.14,-87.1992,41.6175,Indiana
Homer,2024-03-20 06:00:00,USA,8,23,p2,p2,69,01n,1010,7,284,3.65,-87.95809,40.03476,Illinois
Johns Creek,2024-03-20 07:00:00,USA,29,68,p2,p2,49,01n,1016,6,250,5.14,-84.19858,34.02893,Georgia
Johns Creek,2024-03-20 09:00:00,USA,22,59,p2,p2,55,01n,1016,5,250,2.06,-84.19858,34.02893,Georgia
Lake City,2024-03-20 09:00:00,USA,15,44,p2,p2,93,01n,1019,4,0,0.0,-82.6192,30.1783,Florida
Greencastle,2024-03-20 09:00:00,USA,6,16,p2,p2,65,04n,1010,6,250,3.09,-86.846225,39.658044,Indiana
Millsboro,2024-03-20 08:00:00,USA,8,22,p2,p2,63,03n,1008,5,220,3.6,-75.2913,38.5915,Delaware
Lewes,2024-03-20 07:00:00,USA,5,15,p2,p2,63,03n,1007,6,243,2.68,-75.1667,38.7833,Delaware
